Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category,Predicted Risk Category,Phone Number,Address
E2243,130,None,None,None,None,Pass,6,Low,Low,4132948385,"5219 Castro Coves Suite 947
Port Bobbyfurt, MB H5K 7N2"
E2244,59,None,None,None,Flagged,Pass,7,Moderate,Moderate,5599270277,"6889 Gaines Circles Apt. 451
Maryfort, NU V7L 6X1"
E2245,23,None,None,None,None,Pass,6,Low,Low,6937558975,"34405 Cook Squares
East Alisonfurt, NS P9V3J3"
E2246,55,None,None,None,Flagged,Pass,7,Moderate,Moderate,484-689-7050x5825,"65347 Michael Light Suite 279
North Kelsey, NS L8E 9T4"
E2247,117,None,None,None,None,Pass,6,Low,Low,+1-941-370-8139x4888,"59537 Neal Isle
Johnstad, NS M1M 7H8"
E2248,129,Minor,None,Minor,None,Pass,8,Moderate,Moderate,494-704-4260,"3655 Thomas Views Suite 048
Lake Dwayne, NS P7R 8H7"
E2249,147,None,None,None,None,Fail,7,Moderate,Moderate,001-291-443-3611x179,"39455 Robert Village
North Teresamouth, QC J6A3H4"
E2250,157,None,None,None,None,Pass,6,Low,Low,623.219.7516x2775,"52078 Kenneth Turnpike
Christiefurt, AB N7H 5S8"
E2251,19,None,None,None,Flagged,Pass,7,Moderate,Moderate,6519596327,"532 Marilyn Drives Suite 626
Lake Rachelburgh, ON P6A 8P8"
E2252,94,None,None,Major,None,Pass,8,Moderate,Moderate,987.803.1708,"850 Brianna Rapids
Port Richardside, PE H6E6R5"
E2253,113,None,None,None,None,Pass,6,Low,Low,351.809.1295,"12348 Gregory Drive
Jacobmouth, NT N4G 5T3"
E2254,139,None,None,None,Flagged,Pass,7,Moderate,Moderate,608-947-7324,"77105 Howard Creek
Curtiston, AB V7L9M8"
E2255,135,Minor,None,None,None,Pass,7,Moderate,Moderate,+1-252-806-0826x87243,"477 Ashley Brooks
Toddchester, AB Y5T9R4"
E2256,66,None,None,None,None,Pass,6,Low,Low,(226)792-8002x3918,"1516 Steven Isle
Curtisview, NL H6K 9M6"
E2257,93,None,None,None,None,Pass,6,Low,Low,+1-447-388-1319x9794,"013 Ryan Throughway Apt. 902
Garyborough, PE E2A 3C8"
E2258,156,None,None,None,None,Pass,6,Low,Low,(456)402-9352,"073 Robin Gardens
Garzafort, NU G5P6V4"
E2259,18,None,None,None,Flagged,Pass,7,Moderate,Moderate,(639)441-8366x2692,"2110 Crystal Ports
Rossmouth, NS N6Y1L1"
E2260,110,None,None,None,None,Pass,6,Low,Low,(759)832-0022x35882,"96153 Michael Parks Suite 283
Lisahaven, PE C9S1T4"
E2261,95,Major,None,None,None,Pass,8,Moderate,Moderate,+1-817-864-0893,"0416 Smith Harbors
Micheleville, NL V7R9V5"
E2262,71,None,None,None,None,Fail,7,Moderate,Moderate,+1-258-322-3537,"203 Steve Stream Suite 096
North Rhonda, NL S7B 4B4"
E2263,141,None,None,None,None,Pass,6,Low,Low,655-614-7503x006,"32547 Brandi Crescent Apt. 774
Ramirezburgh, BC R1J6K8"
E2264,168,None,None,None,None,Pass,6,Low,Low,001-658-644-2600,"153 Jason Forge
Smithland, NS S7K2X8"
E2265,56,None,None,None,None,Pass,6,Low,Low,(309)692-8977x38932,"2895 Sarah Ferry Suite 635
Chaseborough, NT S9H 6X3"
E2266,67,None,None,None,Flagged,Pass,7,Moderate,Moderate,(221)715-2247x016,"4922 Susan Mall
Sanchezfort, SK Y4H 9P2"
E2267,13,None,None,None,None,Pass,6,Low,Low,789-577-4466,"1803 Erin Radial
Lake Conniefort, AB J7C 2N1"
E2268,95,None,None,None,None,Pass,6,Low,Low,001-308-640-8971,"50946 Kathy Plain Apt. 934
Newmanside, MB H4E 8X4"
E2269,75,None,None,None,None,Pass,6,Low,Low,976.344.3403x7978,"1768 Smith Light
South Andrewbury, NU E8K 5N6"
E2270,49,None,None,None,None,Pass,6,Low,Low,341.676.4236x3388,"985 Martinez Walks
Fullerview, MB K8G 7N5"
E2271,135,Minor,None,None,None,Pass,7,Moderate,Moderate,8976069493,"5753 Brian Grove
New Carlburgh, NS X1N 9M8"
E2272,196,None,None,None,None,Pass,6,Low,Low,001-201-534-5809x041,"68613 Stout Glen
Lake Christopherton, NU A8N8P7"
E2273,135,None,None,None,None,Pass,6,Low,Low,001-441-782-4331x41267,"630 Allen Glen
Rebeccaton, SK X8J2P3"
E2274,37,None,None,None,Flagged,Pass,7,Moderate,Moderate,6829193759,"7270 Smith Canyon Suite 641
West Anthony, AB H1E5T2"
E2275,150,Minor,None,None,None,Pass,7,Moderate,Moderate,317.831.2551x10509,"627 Krystal Radial Suite 953
North Meredith, NS E2G 7B6"
E2276,45,None,None,None,None,Pass,6,Low,Low,2582339230,"654 Brown Fall
Coreymouth, BC V7L1G3"
E2277,147,None,None,None,None,Pass,6,Low,Low,915-917-3505,"55377 Taylor Circles Suite 714
New Kathryn, PE B2E 3M7"
E2278,105,None,None,None,None,Pass,6,Low,Low,+1-247-379-2299,"22727 Julie Knoll
North Kevinmouth, PE B8T9L8"
E2279,48,None,None,None,Flagged,Pass,7,Moderate,Moderate,(956)612-1023,"050 Jackson Plains Suite 601
West Sydneyhaven, SK X5N8T2"
E2280,42,None,None,None,None,Pass,6,Low,Low,608.597.2581x89478,"118 John Junctions Suite 279
Karichester, PE H1T5Y6"
E2281,81,None,None,None,None,Pass,6,Low,Low,+1-712-742-7720x0843,"901 Cox Streets
Hughesshire, BC B8R 9G8"
E2282,190,None,None,None,Flagged,Pass,7,Moderate,Moderate,(612)514-7376x340,"3365 Mccarthy Landing
New Caroline, BC E8H 6H5"
E2283,52,None,None,None,Flagged,Fail,8,Moderate,Moderate,001-659-844-4562x865,"47640 Weaver Fork Apt. 138
Herrerafurt, ON Y1B 7J9"
E2284,130,None,None,None,Flagged,Fail,8,Moderate,Moderate,(246)921-2121,"21624 Soto Turnpike Suite 756
Martinburgh, NB V7P 5J8"
E2285,64,None,Within past year,None,None,Pass,8,Moderate,Moderate,329.866.3344,"62588 Wheeler Trafficway
Hoshire, BC X5R6A3"
E2286,28,None,None,None,None,Pass,6,Low,Low,001-458-414-2551x133,"664 Golden Passage
South Joannefurt, QC A9X6X8"
E2287,192,None,None,None,None,Pass,6,Low,Low,+1-342-631-9464x56802,"83859 Yolanda Pines
Davidfort, PE Y5S2J9"
E2288,178,None,None,None,None,Pass,6,Low,Low,891.836.4759x51844,"1267 Ryan Causeway
North Donnaside, NT Y8P4G8"
E2289,136,None,None,None,None,Pass,6,Low,Low,604-450-1879x91552,"8343 Donaldson Pike
East Gabrielside, SK S7Y5J9"
E2290,107,None,None,None,None,Pass,6,Low,Low,4862728009,"16601 Serrano Springs Apt. 522
South Alexanderchester, NS N2P6M6"
E2291,41,None,None,None,None,Pass,6,Low,Low,+1-750-214-9517,"37509 Foster Inlet
Hicksborough, NB R1P7E8"
E2292,74,None,None,None,None,Pass,6,Low,Low,(964)365-8194x806,"66120 Mcknight Centers Apt. 475
Lake Jakebury, SK K6L4N3"
E2293,93,None,None,None,None,Pass,6,Low,Low,(698)444-8427x25234,"771 Micheal Harbor Suite 048
North Garyside, YT V2S3L4"
E2294,29,None,None,None,Flagged,Fail,8,Moderate,Moderate,346.400.1209x9777,"575 Jeff Cape Apt. 266
Palmerberg, QC E7T 3T2"
E2295,15,None,None,None,None,Fail,7,Moderate,Moderate,8749321637,"52231 Stanley Well
Matthewfurt, AB E2B5H2"
E2296,67,None,None,None,None,Pass,6,Low,Low,(538)508-5687x87744,"027 Michael Flats Apt. 570
Gibsonhaven, NT E9E2R6"
E2297,35,None,None,None,None,Pass,6,Low,Low,911-966-1965,"2773 Jeffrey Keys Suite 721
Rodriguezport, NS S2N2R7"
E2298,33,None,None,None,None,Fail,7,Moderate,Moderate,+1-524-948-8933,"4487 Anderson Manors Apt. 503
New Rebeccatown, NL Y9L9A6"
E2299,90,None,None,None,Flagged,Pass,7,Moderate,Moderate,897-782-9265,"530 Stephanie Islands Suite 580
Rebeccaborough, PE K5L 1N9"
E2300,73,None,None,None,Flagged,Pass,7,Moderate,Moderate,5272032403,"27694 David Flat Suite 030
East Diane, BC N2H4M5"
E2301,50,None,None,None,None,Pass,6,Low,Low,+1-945-882-9074x641,"227 Valdez Rue
Annstad, NB G7L 8V1"
E2302,34,None,None,None,None,Pass,6,Low,Low,935.866.4901,"5690 Diaz Street Suite 890
Joseside, NU T5N 2G6"
E2303,44,None,None,None,None,Pass,6,Low,Low,236-332-9751,"213 Obrien Ville Apt. 569
Lake Jacqueline, PE J9Y 2R9"
E2304,78,None,None,None,None,Pass,6,Low,Low,508.377.4623x910,"87422 James Forge Suite 013
South Steven, NL X2Y 6L3"
E2305,89,None,None,None,None,Pass,6,Low,Low,3539866422,"685 Benjamin Divide
Coxberg, BC T4Y9M7"
E2306,150,None,None,None,Flagged,Pass,7,Moderate,Moderate,496.529.0635,"74794 Davies Village
Bernardburgh, QC P4E2R9"
E2307,196,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-476-800-3668x372,"68206 Stephen Shoals
West Madelineview, AB Y5X4B1"
E2308,144,None,None,None,None,Fail,7,Moderate,Moderate,(488)844-6061,"797 Kenneth Ranch
Wrightbury, QC L3H6R2"
E2309,186,None,None,None,None,Pass,6,Low,Low,716-223-1975x747,"38527 John Mountain Apt. 054
Port Josephhaven, AB C5S7X2"
E2310,13,None,None,None,None,Pass,6,Low,Low,(630)744-3224,"79610 Scott Mount
South Robertstad, ON C4E 7S5"
E2311,126,None,None,None,None,Pass,6,Low,Low,(667)436-2560x91511,"368 Shane Wells Apt. 261
New Ryan, PE P4V 3H7"
E2312,33,None,None,None,None,Pass,6,Low,Low,(769)565-8636,"74678 Crystal Centers
Phillipsbury, QC A6Y 1J9"
E2313,86,None,None,None,None,Pass,6,Low,Low,626-820-4036,"344 Conway Corners
Dominguezmouth, SK H7M 3R1"
E2314,37,None,Within past year,None,Flagged,Pass,9,Moderate,Moderate,(612)713-5012,"175 Koch Fall Apt. 332
Adamsland, NU B4E 2J2"
E2315,89,None,None,None,None,Fail,7,Moderate,Moderate,+1-991-573-8786x7505,"93647 Wright Vista
Port Ashley, BC T8J1G9"
E2316,58,None,None,None,None,Fail,7,Moderate,Moderate,(586)609-6091x873,"263 Megan Course Apt. 294
Andrewfurt, SK T5B4X7"
E2317,82,Minor,None,None,None,Pass,7,Moderate,Moderate,797-296-8748x71377,"28729 Latoya Pike
Adamport, SK K3N 4Y3"
E2318,100,None,None,None,Flagged,Pass,7,Moderate,Moderate,(281)956-5606x774,"57705 Scott Fords Apt. 443
Halltown, QC K1E 7M8"
E2319,75,None,None,None,None,Fail,7,Moderate,Moderate,+1-520-240-3214x860,"4039 Harris Mission
Kochside, AB S6T5H6"
E2320,198,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,(753)686-4940x83279,"38616 Nancy Island
New Judith, NB E4P8P2"
E2321,88,None,None,Minor,None,Pass,7,Moderate,Moderate,001-788-371-3513,"05325 Valdez Lights Suite 332
Turnerburgh, NS H4H1T9"
E2322,57,None,None,Minor,None,Pass,7,Moderate,Moderate,218.755.1249,"8455 Douglas Avenue
Teresabury, PE E2H 9L9"
E2323,31,None,None,None,Flagged,Fail,8,Moderate,Moderate,001-581-924-2444x4231,"85791 John Hollow Suite 909
West Saraton, NL A1H 5S7"
E2324,83,None,None,None,None,Pass,6,Low,Low,693-271-6265x6692,"06420 Connie Roads
Osbornborough, MB C7Y1L5"
E2325,11,None,None,None,None,Pass,6,Low,Low,493.932.2722x850,"7388 Erica Ferry Suite 612
Sullivanville, NT M3G3R2"
E2326,85,None,None,None,None,Pass,6,Low,Low,+1-914-348-3520x4337,"1489 Flynn Shores Apt. 823
Jennifermouth, PE J5K 5P1"
E2327,121,None,Within past 1-3 years,Minor,None,Fail,9,Moderate,Moderate,780.294.5316x7814,"71016 Gomez Estates Apt. 266
Davisview, NT N5L 9H6"
E2328,88,None,None,None,None,Pass,6,Low,Low,3806658277,"500 Kelly Plain
North Phillip, SK V7P7H1"
E2329,28,None,None,None,Flagged,Pass,7,Moderate,Moderate,(669)416-6215,"6123 Randy Radial Apt. 084
South Natalieberg, ON Y2P6G8"
E2330,180,None,None,None,Flagged,Pass,7,Moderate,Moderate,461.308.4333,"199 Johnson Roads
Hayesshire, NU S2A8S3"
E2331,93,None,None,None,None,Pass,6,Low,Low,687.404.0411x717,"95196 Juarez Turnpike Suite 446
West Alyssa, QC G2P 3G3"
E2332,107,None,None,None,None,Pass,6,Low,Low,(745)487-8919,"659 Michael Skyway Apt. 350
South Charles, SK R2G 8C2"
E2333,186,None,None,None,None,Pass,6,Low,Low,(795)650-8891x21263,"11337 Andrew Knoll
South Kyleport, PE C7V9A2"
E2334,56,None,None,None,None,Pass,6,Low,Low,960.402.0433x665,"0061 Roberts Manors
Kimberlyport, BC R8B 5K8"
E2335,29,None,None,None,None,Pass,6,Low,Low,555-217-7281,"94103 David Route
New Rachelfort, NL G8P 2L5"
E2336,45,None,Within past year,None,None,Pass,8,Moderate,Moderate,857.692.9169x5313,"006 Nathan Cliff Apt. 116
Carolinehaven, YT E6N 8B3"
E2337,173,None,None,None,None,Pass,6,Low,Low,(738)789-4767,"34881 Hartman Haven Suite 544
Kingville, NU X5N 8J9"
E2338,189,None,None,None,None,Pass,6,Low,Low,001-763-789-7947x435,"440 Rollins Estate
Bethstad, NU S4J1S7"
E2339,140,None,None,None,Flagged,Pass,7,Moderate,Moderate,384-771-3996,"87646 Garcia Ways
East Ann, ON L6V 5T5"
E2340,14,None,None,None,None,Pass,6,Low,Low,586.508.5133,"68740 Megan Squares
South Mark, MB Y9N 6Y8"
E2341,142,None,None,None,None,Pass,6,Low,Low,468-446-8252x4082,"5928 Matthew Square Apt. 017
Mistyland, NS S5G9H5"
E2342,170,None,None,None,None,Pass,6,Low,Low,2153452010,"407 Johnson Ridges
Moranmouth, NT E3L5B8"
E2343,99,None,Within past 1-3 years,None,None,Fail,8,Moderate,Moderate,416-356-0464x07191,"58940 Liu Mills
Lindsaybury, NL V9Y7N1"
E2344,97,None,Within past year,None,None,Pass,8,Moderate,Moderate,001-687-619-1687x656,"08583 May Lake Apt. 566
North Tiffanychester, BC L1C6P4"
E2345,98,None,None,None,None,Pass,6,Low,Low,(996)582-4015x22665,"6494 Anthony Circle
Jasonview, NU L5P2J9"
E2346,37,None,None,None,None,Pass,6,Low,Low,+1-606-474-2620,"59631 Gallagher Parks
Port Kelly, NS S9J 8C8"
E2347,116,None,None,None,None,Pass,6,Low,Low,750-204-5519,"39110 Greg Glen
Edwardmouth, PE L9A4Y4"
E2348,23,None,None,None,None,Pass,6,Low,Low,(768)291-5749x45653,"6502 Jones Villages
South Ernest, NS B6V3R8"
E2349,164,None,None,None,None,Pass,6,Low,Low,+1-557-858-9211x7428,"180 Kimberly Glen Suite 470
Chandlerstad, BC E3B6H4"
E2350,185,None,None,None,None,Pass,6,Low,Low,+1-330-398-6530,"3488 Felicia Drive
West Cliffordberg, YT N7P 9G6"
E2351,115,None,Within past 1-3 years,Minor,Flagged,Pass,9,Moderate,Moderate,965-826-3983x746,"19951 Chad Row
Port Stephaniestad, NL L4S 1Y8"
E2352,55,None,None,None,None,Pass,6,Low,Low,001-828-609-2177x706,"26773 Tamara Track
Christopherton, PE N3T 7L1"
E2353,76,Minor,None,None,None,Pass,7,Moderate,Moderate,001-844-888-8622,"76614 Shepherd Motorway
Anthonyhaven, SK B4L 4S7"
E2354,116,None,Within past year,None,None,Pass,8,Moderate,Moderate,252-972-4355x706,"625 Myers Manor
Geraldville, MB T3K 8J3"
E2355,72,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-628-815-7008x59607,"602 Curtis Port
East Colin, NU E1T1L5"
E2356,15,None,None,None,None,Pass,6,Low,Low,452-795-6696,"845 Michael Branch Apt. 469
New Eric, NU G9N 6J7"
E2357,92,None,None,None,Flagged,Pass,7,Moderate,Moderate,895.300.4159x6536,"73004 Pena Branch Apt. 625
Evanview, AB A2H3C6"
E2358,17,None,None,None,None,Pass,6,Low,Low,982.396.5349x3887,"9318 Ruben Views
Lake Julie, PE X5E9K2"
E2359,186,None,None,None,None,Pass,6,Low,Low,966-476-8749x1091,"70639 Pratt Road
Courtneyfort, NU C9K5K3"
E2360,180,None,None,None,None,Pass,6,Low,Low,+1-257-661-0252,"707 Wendy Fords
South Katherineport, NT H3K 7N4"
E2361,92,None,None,None,Flagged,Fail,8,Moderate,Moderate,6429394558,"64135 Knox Ranch Suite 006
South Tracychester, BC L4N7K7"
E2362,37,Major,Within past year,None,None,Pass,10,Moderate,Moderate,+1-491-255-7924,"910 Lawson Gardens
Johnsonberg, NL L7T7N1"
E2363,135,None,None,None,None,Pass,6,Low,Low,(737)935-3573,"5418 Jackson Streets
New Chadhaven, NB A3E 5R7"
E2364,89,None,None,None,None,Pass,6,Low,Low,7328431053,"74987 Wilson Green
New Lisafurt, PE T2B 3R6"
E2365,196,None,None,None,None,Pass,6,Low,Low,489.963.7583x859,"70559 Reid Meadow Apt. 325
Coffeyborough, NB R1Y 3M1"
E2366,163,None,None,None,None,Pass,6,Low,Low,283-588-4792x0548,"4076 Monique Mall
Stephenmouth, NU N1G 4K8"
E2367,113,None,None,Minor,None,Pass,7,Moderate,Moderate,536.686.2227x624,"5489 Melissa Extensions
Port Ronaldmouth, NL C3J5Y4"
E2368,166,Major,None,Minor,None,Pass,9,Moderate,Moderate,(529)738-3719,"94712 Taylor Stravenue
New Danieltown, BC T2R 2G1"
E2369,69,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-260-851-1895x46841,"763 Aguirre Stravenue Apt. 806
New Cherylside, SK B9P8C7"
E2370,130,None,None,None,None,Pass,6,Low,Low,838-865-5455,"375 Lisa Mission
Port Charlesmouth, AB J1A1P6"
E2371,15,None,None,None,None,Pass,6,Low,Low,(449)853-6155x08631,"86632 Logan Roads
Jeromefort, BC M5K 5G9"
E2372,130,None,None,Major,None,Pass,8,Moderate,Moderate,+1-221-469-0890x990,"8278 Richard Points
North Heather, BC X8B8L3"
E2373,178,None,None,None,None,Pass,6,Low,Low,001-872-348-6187x6769,"23029 Mitchell Crescent
Amyfort, ON Y3C 9M6"
E2374,63,None,None,None,None,Pass,6,Low,Low,858.800.8188x109,"4584 Tammy Expressway
Port Ryan, NB T6H 7X7"
E2375,31,None,None,None,Flagged,Fail,8,Moderate,Moderate,346-229-5634x98330,"9153 Amy Skyway
Port Mollyville, NU C1G4T1"
E2376,129,None,None,None,None,Fail,7,Moderate,Moderate,938-728-7698x9304,"59268 Anthony Forks
New Keithton, NL G3G 2J7"
E2377,66,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,001-596-701-6226x2111,"67305 Mary Walks
Michelleshire, NS P5N4P2"
E2378,177,None,None,None,None,Pass,6,Low,Low,959.580.1760,"2699 Hansen Divide Apt. 605
Lake Brian, PE E5B 4G1"
E2379,196,None,None,Minor,None,Pass,7,Moderate,Moderate,+1-414-245-7510x804,"2032 Anne Roads Apt. 622
Port Joelberg, QC Y9H 6C5"
E2380,76,None,None,None,None,Pass,6,Low,Low,(339)625-5595x2770,"513 Cynthia Cove
Waltersburgh, NL B7L9S8"
E2381,26,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,(277)554-2621,"95493 Teresa Road Apt. 313
Wallaceborough, BC G9Y 8M1"
E2382,113,None,None,None,None,None,8,Moderate,Low,6429064697,"039 Derrick Plaza
Port Timothy, NU P8L 7R2"
E2383,98,None,None,None,None,Pass,6,Low,Low,001-413-368-6048x856,"1818 Taylor Place Apt. 633
Port Andreastad, SK B4S 2J7"
E2384,113,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-958-360-2187x806,"419 Patricia Passage Apt. 657
South David, NS T2X 9X8"
E2385,90,None,None,None,None,Pass,6,Low,Low,001-761-497-8089x284,"405 Andrew Vista Suite 074
Shepardton, NU V4V7X9"
E2386,86,None,None,None,None,Pass,6,Low,Low,(430)294-3058,"31618 Robert Light
North Michelle, MB V8S1L8"
E2387,43,None,None,None,None,Pass,6,Low,Low,001-717-618-3731x98253,"04942 Brown Forks
East Jenniferstad, BC G7T 8T5"
E2388,96,None,None,None,None,Pass,6,Low,Low,001-901-964-2137x9088,"02451 Gregory Cliff Apt. 178
Evansstad, QC H6X1R8"
E2389,113,None,None,None,None,Fail,7,Moderate,Moderate,666-404-0098x3662,"54339 Mary Port
Portertown, NS A1J6E3"
E2390,134,None,None,Minor,None,Pass,7,Moderate,Moderate,001-231-330-4599x376,"2366 Marcia Heights Suite 355
Taramouth, NU T5E 3K2"
E2391,54,None,Within past year,None,None,Pass,8,Moderate,Moderate,6878036691,"190 Wendy Turnpike Suite 149
East Brandifort, SK X3P 3E6"
E2392,142,None,None,None,Flagged,Pass,7,Moderate,Moderate,915.410.7407,"89031 Briana Spur
Franklinborough, NL K3T 2E4"
E2393,42,None,None,None,None,Pass,6,Low,Low,(494)274-1249x15708,"759 Patricia Road
Port Timothyborough, NS S9C 4E6"
E2394,27,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,(913)876-3533,"362 Christina Path
Aimeeberg, NB C7G 4V1"
E2395,20,None,None,None,Flagged,None,9,Moderate,Moderate,+1-469-910-3155x7231,"5327 Harper Ramp Suite 261
West Holly, QC R9B 1G9"
E2396,153,None,None,None,None,Pass,6,Low,Low,+1-891-325-8161x495,"93267 Jennifer Stravenue
Lucasland, PE L8C 6Y5"
E2397,132,None,Within past year,Minor,None,Pass,9,Moderate,Moderate,253.254.1928x65308,"0593 Jordan Common
Lake April, YT T4Y3N3"
E2398,68,None,None,None,None,Pass,6,Low,Low,767.956.2464x64261,"596 Richardson Lakes Apt. 346
Morrisonshire, SK P4S 4J6"
E2399,197,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-364-202-8331x9647,"533 Mike Motorway
West Scott, NT E7L3N1"
E2400,182,Minor,None,None,None,Pass,7,Moderate,Moderate,853-559-4686,"22813 Henry Gardens
Karenchester, NS R5M5K6"
E2401,114,None,None,None,None,Pass,6,Low,Low,+1-938-844-6173x725,"6163 Robin Park Suite 195
South Matthewfort, NU G3L2A4"
E2402,86,None,None,None,None,Pass,6,Low,Low,(262)908-8108x584,"670 Joel Wall Suite 435
Manuelshire, NT A2C 9L6"
E2403,162,Minor,None,None,None,Pass,7,Moderate,Moderate,444-396-5126x3244,"3373 Kelly Ports
New Mirandashire, MB V1P4K5"
E2404,77,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,001-998-583-7551x35738,"7105 Sara Forest
West Billy, NU V5H5P4"
E2405,87,None,None,None,None,Pass,6,Low,Low,4189502285,"21968 Brown Mountain Suite 596
Johnsonburgh, SK K1M2M8"
E2406,195,None,None,None,None,Pass,6,Low,Low,001-672-632-6608x86788,"828 Miller Trafficway Apt. 760
New Felicia, AB V8G 7N1"
E2407,147,None,Within past year,Minor,None,Pass,9,Moderate,Moderate,745-356-0097x6657,"9908 Heather Squares Apt. 294
Christophertown, NL E9V3E7"
E2408,131,None,None,None,None,Pass,6,Low,Low,454.649.6791x14644,"41880 Nathan Forks
Jenniferton, BC S9L 1V2"
E2409,78,None,None,Major,None,Pass,8,Moderate,Moderate,+1-585-452-5456x701,"41110 Kelli Center Apt. 426
Juliefort, PE R8A1Y2"
E2410,30,None,None,None,None,Pass,6,Low,Low,567.791.6327,"11105 Nicole Divide Apt. 026
Lake Stephaniehaven, AB Y8N 8S3"
E2411,160,None,None,None,None,Pass,6,Low,Low,745-690-4129x53484,"42487 Shane Land Suite 414
North Bradley, ON R2H 1E5"
E2412,43,None,None,None,None,Pass,6,Low,Low,850-212-9527,"2907 Jason Isle
Wilsonmouth, NS X9T4B3"
E2413,29,None,None,Minor,None,Pass,7,Moderate,Moderate,001-334-992-8552x669,"846 Paula Isle
Stevenstad, AB X7M7J3"
E2414,152,None,None,None,None,Pass,6,Low,Low,+1-972-250-7927x54066,"77513 Poole Key
Cathychester, NU Y3H3Y2"
E2415,169,None,None,Minor,None,Pass,7,Moderate,Moderate,(798)660-8212x3305,"5064 Jennifer Viaduct Apt. 582
New Christina, NU G7A 4N4"
E2416,152,None,Within past year,None,None,Pass,8,Moderate,Moderate,(470)649-1766x65173,"806 Faith Lakes Apt. 329
Lake Jerry, SK Y8T 2J6"
E2417,121,Minor,None,None,None,Pass,7,Moderate,Moderate,(887)353-9658x1376,"1776 Ochoa Land
North Jonathanbury, NL N5M 4T6"
E2418,179,None,None,None,None,Pass,6,Low,Low,001-833-861-0987x722,"09855 Davis Roads Suite 287
Grayville, BC J8L 3X7"
E2419,40,None,None,None,None,Fail,7,Moderate,Moderate,(925)940-2733,"74121 Lewis Divide Suite 217
Port Christopherbury, NS G3K 6T6"
E2420,39,None,None,None,None,Pass,6,Low,Low,735.992.3774x250,"097 Jordan River Suite 355
East Coreytown, QC C8A5B2"
E2421,152,None,None,None,None,Pass,6,Low,Low,541-336-1728x81512,"7512 Terrence Forge Apt. 604
East Rebecca, MB X8H 3K4"
E2422,148,None,None,None,Flagged,Pass,7,Moderate,Moderate,4162050005,"78979 Denise Well Suite 763
North Paulfurt, QC B8C3S7"
E2423,81,None,Within past year,None,None,Pass,8,Moderate,Moderate,643-441-9019,"940 Taylor Loaf Apt. 519
Lake Pamelaburgh, QC H7N9X6"
E2424,22,None,None,None,None,Pass,6,Low,Low,+1-583-834-5262,"8509 Brady Expressway
Sanchezborough, MB R5Y2B8"
E2425,55,Minor,None,None,None,Pass,7,Moderate,Moderate,(250)561-5280,"101 Henry Shore Suite 616
Yangstad, YT G2T 8E5"
E2426,37,None,None,None,None,Pass,6,Low,Low,(636)295-1154x603,"89974 Riley Summit
Buckville, NT L2E 2L5"
E2427,110,None,None,None,Flagged,Pass,7,Moderate,Moderate,(811)977-3964,"7046 Theresa Courts Suite 426
Paulafort, MB S1A 7J8"
E2428,105,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,335-719-4921,"010 Heather River
East Kimberlyside, NU J1B3B3"
E2429,122,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-451-208-2159x9882,"94721 Joseph Loaf Apt. 507
West Jennifer, YT A3R3N4"
E2430,22,None,None,None,None,Pass,6,Low,Low,247-732-7582,"433 Roger Forks Suite 406
New Josephmouth, MB A4V9G3"
E2431,163,None,None,Major,None,Pass,8,Moderate,Moderate,+1-936-972-7201x2172,"1809 Hall Station
Lake Caleb, PE H2N4M3"
E2432,119,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-206-789-4342x9488,"618 Joshua Fords Apt. 836
Johnmouth, PE Y3X 7R8"
E2433,35,None,Within past year,None,None,Pass,8,Moderate,Moderate,442.550.5241x023,"408 Young Mountain
Huertabury, NL L8L 7A4"
E2434,155,None,None,None,Flagged,Pass,7,Moderate,Moderate,(432)620-3749,"65507 Thompson Ramp Suite 459
Sarahton, ON Y9T8B8"
E2435,184,None,None,None,None,Pass,6,Low,Low,001-599-722-3795,"211 Monique Camp Suite 477
Juliemouth, SK L2B6E6"
E2436,199,None,None,None,None,Pass,6,Low,Low,001-769-538-8738,"41276 Gibbs Groves Suite 483
New Josephmouth, PE V4T 8T9"
E2437,72,None,None,None,None,Pass,6,Low,Low,+1-985-749-0806x30355,"8897 Walker Curve
Lake Robertfurt, QC R9M1J4"
E2438,122,None,None,None,None,Pass,6,Low,Low,(309)889-8234x7143,"504 Smith Lodge Suite 261
New Taylor, NB N2C 9A2"
E2439,42,None,None,None,None,Pass,6,Low,Low,(299)641-7689x353,"5715 Copeland Ridges
Huffmanchester, NL A8V 1H2"
E2440,132,None,None,None,None,Pass,6,Low,Low,501-705-0873x722,"1930 Jones Shoals Suite 541
North Vanessahaven, NL R8C 7M6"
