Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category
E2613,173,Major,Within past year,None,Flagged,Pass,11,Moderate
E2614,248,Major,Within past 1-3 years,None,None,Pass,10,Moderate
E2615,445,None,Within past 1-3 years,None,None,Pass,8,Moderate
E2616,309,Minor,Within past 1-3 years,None,None,Fail,10,Moderate
E2617,670,None,None,Minor,None,None,11,Moderate
E2618,18,None,None,Major,None,Pass,8,Moderate
E2619,394,None,Within past year,Minor,None,Pass,10,Moderate
E2620,115,Major,None,None,Flagged,Fail,10,Moderate
E2621,557,None,None,Minor,None,None,11,Moderate
E2622,50,Minor,None,None,None,Fail,8,Moderate
E2623,733,None,None,None,None,Pass,8,Moderate
E2624,211,Major,Within past 1-3 years,None,Flagged,Fail,12,Moderate
E2625,79,None,Within past year,None,None,Pass,8,Moderate
E2626,18,None,Within past 1-3 years,None,None,None,9,Moderate
E2627,543,None,None,Minor,None,Pass,9,Moderate
E2628,160,Minor,Within past 1-3 years,Minor,None,Fail,10,Moderate
E2629,948,Major,Within past 1-3 years,None,None,Pass,11,Moderate
E2630,231,Minor,Within past year,None,Flagged,Fail,12,Moderate
E2631,508,Minor,None,Minor,Flagged,Fail,12,Moderate
E2632,355,None,Within past year,None,None,None,11,Moderate
E2633,432,Minor,Within past 1-3 years,None,None,None,11,Moderate
E2634,417,Major,Within past year,None,None,Fail,12,Moderate
E2635,548,None,None,None,None,Pass,8,Moderate
E2636,481,Major,None,None,None,None,11,Moderate
E2637,177,Minor,Within past year,Major,Flagged,None,14,High
E2638,878,Minor,Within past year,Minor,None,None,14,High
E2639,328,Minor,None,Minor,None,None,11,Moderate
E2640,695,None,Within past year,None,None,Fail,11,Moderate
E2641,429,Minor,Within past year,None,None,Pass,10,Moderate
E2642,107,None,Within past 1-3 years,None,None,None,9,Moderate
E2643,178,None,None,None,Flagged,None,9,Moderate
E2644,226,Minor,Within past year,None,None,None,12,Moderate
E2645,653,Major,Within past 1-3 years,None,Flagged,Pass,12,Moderate
E2646,271,Minor,None,None,Flagged,Pass,9,Moderate
E2647,574,None,None,None,Flagged,Fail,10,Moderate
E2648,848,Major,None,Minor,None,Fail,12,Moderate
E2649,212,Minor,None,Minor,None,Pass,9,Moderate
E2650,330,Minor,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E2651,974,None,None,None,Flagged,None,11,Moderate
E2652,112,Minor,Within past 1-3 years,None,None,Fail,9,Moderate
E2653,187,Minor,None,None,None,Pass,7,Moderate
E2654,224,None,None,None,None,Fail,8,Moderate
E2655,222,None,None,None,None,None,9,Moderate
E2656,102,Major,None,None,Flagged,Pass,9,Moderate
E2657,711,None,None,Major,None,None,12,Moderate
E2658,274,Minor,Within past year,None,None,Pass,10,Moderate
E2659,506,None,Within past year,None,None,Pass,10,Moderate
E2660,84,None,Within past year,Minor,None,Pass,9,Moderate
E2661,34,None,None,None,Flagged,Pass,7,Moderate
E2662,11,Major,Within past 1-3 years,Minor,Flagged,None,13,High
E2663,387,None,Within past 1-3 years,None,None,None,10,Moderate
E2664,261,Minor,None,None,None,None,10,Moderate
E2665,486,Major,None,Minor,None,None,12,Moderate
E2666,343,Major,None,Minor,None,Fail,11,Moderate
E2667,691,Minor,None,None,None,Pass,9,Moderate
E2668,391,None,None,Major,Flagged,Pass,10,Moderate
E2669,847,None,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E2670,341,Minor,Within past year,None,Flagged,Pass,11,Moderate
E2671,138,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E2672,706,Major,Within past 1-3 years,Minor,None,Fail,13,High
E2673,81,Major,Within past 1-3 years,None,None,Fail,10,Moderate
E2674,178,Major,Within past 1-3 years,None,None,Pass,9,Moderate
E2675,883,Major,Within past year,None,None,Fail,13,High
E2676,905,Minor,Within past year,None,None,None,13,High
E2677,92,None,None,None,None,Pass,6,Low
E2678,503,Minor,None,Minor,None,Pass,10,Moderate
E2679,190,Major,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E2680,443,None,None,Major,None,Fail,10,Moderate
E2681,239,Major,Within past 1-3 years,None,Flagged,Pass,11,Moderate
E2682,382,Major,None,Minor,None,Pass,10,Moderate
E2683,663,Minor,Within past year,None,None,None,13,High
E2684,41,None,None,Major,None,Pass,8,Moderate
E2685,396,None,None,Minor,None,Pass,8,Moderate
E2686,545,Major,None,None,Flagged,Pass,11,Moderate
E2687,672,Minor,None,None,None,None,11,Moderate
E2688,962,Minor,None,Major,None,None,13,High
E2689,241,None,None,None,None,Pass,7,Moderate
E2690,195,Major,None,None,None,Fail,9,Moderate
E2691,65,Major,None,Major,None,Fail,11,Moderate
E2692,320,Minor,None,None,Flagged,Pass,9,Moderate
E2693,173,Major,Within past 1-3 years,Minor,None,Pass,10,Moderate
E2694,85,Major,None,Minor,None,Pass,9,Moderate
E2695,175,Minor,None,Minor,None,Pass,8,Moderate
E2696,159,Minor,None,None,Flagged,None,10,Moderate
E2697,515,Minor,None,None,Flagged,None,12,Moderate
E2698,72,None,None,None,Flagged,Pass,7,Moderate
E2699,886,None,None,None,None,Fail,9,Moderate
E2700,94,None,None,None,None,None,8,Moderate
E2701,217,None,Within past 1-3 years,None,None,None,10,Moderate
E2702,845,Major,Within past year,None,None,Fail,13,High
E2703,330,Major,Within past year,Major,None,Pass,13,High
E2704,204,Major,None,Major,None,None,13,High
E2705,202,None,Within past 1-3 years,None,None,Pass,8,Moderate
E2706,618,Major,Within past 1-3 years,None,None,Pass,11,Moderate
E2707,162,Major,Within past 1-3 years,Minor,Flagged,Pass,11,Moderate
E2708,632,Minor,None,None,Flagged,Pass,10,Moderate
E2709,898,None,None,None,None,Pass,8,Moderate
E2710,606,None,Within past year,Minor,None,Pass,11,Moderate
E2711,60,None,None,None,Flagged,None,9,Moderate
E2712,841,None,None,None,Flagged,Fail,10,Moderate
E2713,23,Minor,None,None,None,None,9,Moderate
E2714,119,Major,Within past year,None,Flagged,None,13,High
E2715,241,Major,Within past 1-3 years,None,None,Pass,10,Moderate
E2716,725,Major,None,None,None,None,12,Moderate
E2717,788,None,None,None,None,Fail,9,Moderate
E2718,73,None,None,None,None,Pass,6,Low
E2719,997,Minor,Within past year,None,None,Fail,12,Moderate
E2720,40,Minor,None,None,None,None,9,Moderate
E2721,75,None,None,Major,None,Pass,8,Moderate
E2722,46,Major,None,Major,None,Fail,11,Moderate
E2723,780,None,Within past year,None,None,Pass,10,Moderate
E2724,44,Major,Within past 1-3 years,None,Flagged,None,12,Moderate
E2725,25,None,None,None,None,None,8,Moderate
E2726,655,None,Within past 1-3 years,None,Flagged,Fail,11,Moderate
E2727,882,Minor,Within past 1-3 years,Major,None,None,14,High
E2728,29,None,Within past year,Minor,Flagged,None,12,Moderate
E2729,484,None,Within past 1-3 years,Major,None,Fail,11,Moderate
E2730,567,Minor,None,Major,None,None,13,High
E2731,651,Minor,Within past year,None,None,Fail,12,Moderate
E2732,175,None,Within past year,Major,None,None,12,Moderate
E2733,24,None,Within past 1-3 years,Major,None,Pass,9,Moderate
E2734,125,Minor,Within past year,None,None,Pass,9,Moderate
E2735,28,None,Within past year,None,None,Fail,9,Moderate
E2736,516,None,None,None,None,Pass,8,Moderate
E2737,194,None,None,None,Flagged,Fail,8,Moderate
E2738,358,None,Within past 1-3 years,None,None,Fail,9,Moderate
E2739,216,None,Within past 1-3 years,Minor,None,Pass,9,Moderate
E2740,91,None,Within past year,None,None,None,10,Moderate
E2741,788,Minor,None,None,Flagged,Pass,10,Moderate
E2742,638,Major,None,None,Flagged,Pass,11,Moderate
E2743,191,None,Within past year,None,None,None,10,Moderate
E2744,873,Major,None,Minor,Flagged,Pass,12,Moderate
E2745,52,None,None,Minor,None,Pass,7,Moderate
E2746,392,None,Within past year,Minor,Flagged,Pass,11,Moderate
E2747,540,None,Within past 1-3 years,Minor,None,Fail,11,Moderate
E2748,951,Minor,Within past 1-3 years,Minor,None,Pass,11,Moderate
E2749,330,None,Within past year,None,Flagged,Fail,11,Moderate
E2750,283,Major,None,None,None,None,11,Moderate
E2751,381,None,None,None,Flagged,Fail,9,Moderate
E2752,768,None,None,None,None,Fail,9,Moderate
E2753,59,Minor,None,Major,Flagged,Pass,10,Moderate
E2754,39,Minor,None,Minor,None,Fail,9,Moderate
E2755,689,Minor,None,Minor,None,Pass,10,Moderate
E2756,12,None,Within past 1-3 years,Major,Flagged,Pass,10,Moderate
E2757,202,None,Within past 1-3 years,None,None,Pass,8,Moderate
E2758,183,None,None,None,None,Pass,6,Low
E2759,556,Minor,None,None,None,Pass,9,Moderate
E2760,101,None,Within past year,None,None,None,10,Moderate
E2761,71,None,Within past year,None,None,Fail,9,Moderate
E2762,160,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E2763,65,Minor,None,Major,None,None,11,Moderate
E2764,964,Major,None,Major,None,None,14,High
E2765,88,None,Within past 1-3 years,Minor,None,None,10,Moderate
E2766,145,None,None,None,None,None,8,Moderate
E2767,215,Major,Within past year,Minor,None,Pass,12,Moderate
E2768,651,None,None,None,None,None,10,Moderate
E2769,392,None,Within past 1-3 years,None,None,Pass,8,Moderate
E2770,40,None,Within past 1-3 years,None,None,None,9,Moderate
E2771,41,None,Within past year,Major,Flagged,None,13,High
E2772,144,Major,Within past 1-3 years,None,None,Pass,9,Moderate
E2773,402,Major,None,None,None,None,11,Moderate
E2774,354,None,Within past year,None,None,Fail,10,Moderate
E2775,164,Major,None,Major,None,None,12,Moderate
E2776,29,None,Within past 1-3 years,Minor,None,None,10,Moderate
E2777,488,None,None,Minor,None,Pass,8,Moderate
E2778,803,None,None,None,None,Fail,9,Moderate
E2779,922,None,Within past year,Major,None,None,14,High
E2780,216,Minor,Within past 1-3 years,Minor,None,Pass,10,Moderate
E2781,99,Minor,None,Minor,None,Pass,8,Moderate
E2782,883,None,Within past 1-3 years,Minor,Flagged,Fail,12,Moderate
E2783,715,None,Within past year,Minor,None,Pass,11,Moderate
E2784,89,Major,Within past year,Major,None,None,14,High
E2785,466,None,None,None,None,Pass,7,Moderate
E2786,300,None,Within past year,None,Flagged,Pass,10,Moderate
E2787,427,Minor,None,Major,None,Fail,11,Moderate
E2788,176,None,Within past year,None,None,None,10,Moderate
E2789,1000,Major,Within past 1-3 years,Minor,None,Fail,13,High
E2790,490,Minor,None,Minor,None,Fail,10,Moderate
E2791,187,None,Within past 1-3 years,None,Flagged,None,10,Moderate
E2792,920,Minor,None,Major,None,None,13,High
E2793,633,Major,None,None,None,Pass,10,Moderate
E2794,397,Minor,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E2795,980,None,None,Minor,None,Fail,10,Moderate
E2796,95,Major,Within past year,None,None,Pass,10,Moderate
E2797,637,None,Within past 1-3 years,None,None,Pass,9,Moderate
E2798,139,Minor,Within past year,None,None,Fail,10,Moderate
E2799,134,None,None,Minor,None,Pass,7,Moderate
E2800,76,Major,Within past year,None,None,Pass,10,Moderate
E2801,383,None,None,None,Flagged,Pass,8,Moderate
E2802,37,None,None,None,None,Pass,6,Low
E2803,755,None,None,None,None,Pass,8,Moderate
E2804,1000,Minor,None,Major,None,Fail,12,Moderate
E2805,122,None,Within past year,Minor,None,None,11,Moderate
E2806,269,Major,Within past 1-3 years,None,None,Fail,11,Moderate
E2807,205,Major,Within past year,Minor,None,None,14,High
E2808,337,None,Within past year,None,None,Pass,9,Moderate
E2809,245,Minor,None,Minor,None,Pass,9,Moderate
E2810,450,None,None,Major,None,Pass,9,Moderate
E2811,306,Major,None,None,Flagged,Pass,10,Moderate
E2812,899,Major,Within past 1-3 years,None,Flagged,Fail,13,High
E2813,172,Minor,Within past 1-3 years,Major,None,None,12,Moderate
E2814,718,Minor,None,None,None,Pass,9,Moderate
E2815,152,None,None,None,None,None,8,Moderate
E2816,139,None,None,Minor,None,Pass,7,Moderate
E2817,827,Major,Within past year,Major,None,Fail,15,High
E2818,118,Minor,Within past year,None,None,None,11,Moderate
E2819,258,Minor,None,None,None,Pass,8,Moderate
E2820,319,Minor,None,Minor,None,Pass,9,Moderate
E2821,388,Major,Within past year,None,None,Fail,12,Moderate
E2822,871,Minor,Within past 1-3 years,Minor,None,Pass,11,Moderate
E2823,239,None,None,Minor,None,Fail,9,Moderate
E2824,195,None,Within past year,Minor,Flagged,Pass,10,Moderate
E2825,319,None,Within past year,None,None,Pass,9,Moderate
E2826,882,Minor,None,None,Flagged,Pass,10,Moderate
E2827,689,None,None,None,Flagged,None,11,Moderate
E2828,550,None,Within past 1-3 years,Minor,None,Fail,11,Moderate
E2829,199,None,None,Minor,None,Fail,8,Moderate
E2830,493,Minor,Within past year,None,None,Fail,11,Moderate
E2831,942,None,Within past year,None,None,Pass,10,Moderate
E2832,377,Major,Within past 1-3 years,Major,Flagged,Pass,13,High
E2833,462,Minor,None,None,None,Pass,8,Moderate
E2834,32,Minor,None,None,None,None,9,Moderate
E2835,56,Minor,Within past 1-3 years,None,None,Fail,9,Moderate
E2836,901,Minor,Within past year,None,Flagged,Pass,12,Moderate
E2837,100,Minor,Within past 1-3 years,Minor,None,Pass,9,Moderate
E2838,480,Minor,None,None,Flagged,Pass,9,Moderate
E2839,261,Minor,None,None,None,Fail,9,Moderate
E2840,904,Major,Within past 1-3 years,None,Flagged,Pass,12,Moderate
E2841,797,None,None,Major,None,None,12,Moderate
E2842,595,Minor,Within past year,None,Flagged,None,14,High
E2843,96,None,None,None,None,None,8,Moderate
E2844,17,Minor,Within past year,None,None,Pass,9,Moderate
E2845,226,Minor,Within past year,None,None,Fail,11,Moderate
E2846,80,None,None,None,None,None,8,Moderate
E2847,767,None,None,Minor,Flagged,Pass,10,Moderate
E2848,95,Major,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E2849,529,Minor,None,Minor,Flagged,Pass,11,Moderate
E2850,66,None,Within past 1-3 years,None,Flagged,Fail,9,Moderate
E2851,189,Major,None,None,None,None,10,Moderate
E2852,158,None,None,None,None,None,8,Moderate
E2853,130,Major,None,None,None,Fail,9,Moderate
E2854,255,None,None,Major,Flagged,None,12,Moderate
E2855,286,Major,None,None,Flagged,Fail,11,Moderate
E2856,167,Minor,Within past year,None,None,Pass,9,Moderate
E2857,158,None,Within past 1-3 years,Major,None,Fail,10,Moderate
E2858,123,None,None,Minor,Flagged,None,10,Moderate
E2859,39,None,None,Minor,None,Pass,7,Moderate
E2860,425,None,Within past year,None,Flagged,Pass,10,Moderate
E2861,627,Minor,None,None,Flagged,Pass,10,Moderate
E2862,860,Major,Within past 1-3 years,Minor,None,Pass,12,Moderate
E2863,463,Minor,None,None,None,None,10,Moderate
E2864,92,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E2865,591,Minor,None,Minor,None,Fail,11,Moderate
E2866,618,None,None,None,None,None,10,Moderate
E2867,13,None,Within past year,Minor,None,Fail,10,Moderate
E2868,310,Minor,Within past year,None,None,Fail,11,Moderate
E2869,107,Minor,None,None,None,Fail,8,Moderate
E2870,167,Major,None,Major,Flagged,Pass,11,Moderate
E2871,659,Minor,Within past 1-3 years,None,None,Pass,10,Moderate
E2872,854,Major,Within past year,Minor,None,Pass,13,High
E2873,497,Major,Within past 1-3 years,Minor,None,Pass,11,Moderate
E2874,346,None,Within past 1-3 years,None,None,Fail,9,Moderate
E2875,82,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E2876,24,None,None,None,Flagged,None,9,Moderate
E2877,412,Minor,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E2878,148,Minor,None,Minor,None,Pass,8,Moderate
E2879,547,Minor,Within past year,None,None,Fail,12,Moderate
E2880,158,None,None,None,Flagged,Pass,7,Moderate
E2881,35,Minor,None,None,Flagged,Fail,9,Moderate
E2882,70,None,Within past year,None,None,Pass,8,Moderate
E2883,575,Major,None,None,None,None,12,Moderate
E2884,45,None,Within past year,None,None,Pass,8,Moderate
E2885,957,Minor,None,None,None,Pass,9,Moderate
E2886,531,None,Within past year,None,None,Pass,10,Moderate
E2887,458,None,Within past 1-3 years,None,Flagged,Fail,10,Moderate
E2888,182,None,None,None,None,Pass,6,Low
E2889,149,None,None,None,None,None,8,Moderate
E2890,531,Minor,None,None,Flagged,None,12,Moderate
E2891,701,Major,None,Major,None,Pass,12,Moderate
E2892,20,Minor,None,Major,None,Pass,9,Moderate
E2893,196,None,Within past 1-3 years,None,Flagged,None,10,Moderate
E2894,412,None,None,None,None,Fail,8,Moderate
E2895,629,Minor,None,Major,Flagged,Pass,12,Moderate
E2896,159,None,Within past year,None,None,Pass,8,Moderate
E2897,561,Minor,Within past year,None,Flagged,None,14,High
E2898,423,Major,Within past year,None,None,Fail,12,Moderate
E2899,495,None,None,Major,None,Pass,9,Moderate
E2900,183,None,None,None,None,Fail,7,Moderate
E2901,826,None,None,Major,None,Fail,11,Moderate
E2902,288,None,None,Major,None,Pass,9,Moderate
E2903,108,Minor,Within past year,Major,Flagged,Pass,12,Moderate
E2904,195,Major,Within past 1-3 years,Major,None,Pass,11,Moderate
E2905,273,Minor,Within past year,None,Flagged,Pass,11,Moderate
E2906,42,None,Within past year,None,None,None,10,Moderate
E2907,991,Minor,None,Major,Flagged,Fail,13,High
E2908,253,None,None,None,Flagged,Fail,9,Moderate
E2909,771,None,None,None,Flagged,Pass,9,Moderate
E2910,407,None,Within past 1-3 years,None,None,Fail,9,Moderate
E2911,998,None,None,None,Flagged,Fail,10,Moderate
E2912,605,Minor,None,Minor,Flagged,Fail,12,Moderate
E2913,283,Minor,Within past 1-3 years,None,None,Fail,10,Moderate
E2914,528,Major,None,None,None,Fail,11,Moderate
E2915,345,None,None,None,None,None,9,Moderate
E2916,466,None,Within past 1-3 years,Major,None,Pass,10,Moderate
E2917,513,None,None,None,Flagged,Fail,10,Moderate
E2918,495,Major,None,Minor,None,Fail,11,Moderate
E2919,198,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E2920,37,Minor,None,Major,None,None,11,Moderate
E2921,72,Minor,Within past year,None,None,Fail,10,Moderate
E2922,75,None,None,Major,None,Pass,8,Moderate
E2923,456,Minor,Within past year,None,None,Fail,11,Moderate
E2924,84,None,None,Major,None,Pass,8,Moderate
E2925,205,None,None,Major,None,None,11,Moderate
E2926,369,None,Within past 1-3 years,Minor,Flagged,Pass,10,Moderate
E2927,65,Minor,Within past 1-3 years,Minor,None,None,11,Moderate
E2928,63,None,None,None,None,None,8,Moderate
E2929,824,None,None,Minor,None,None,11,Moderate
E2930,767,Minor,Within past 1-3 years,None,Flagged,None,13,High
E2931,310,Major,None,Minor,Flagged,Fail,12,Moderate
E2932,180,Minor,None,None,None,Fail,8,Moderate
E2933,71,None,Within past year,None,None,None,10,Moderate
E2934,942,None,Within past year,None,None,Pass,10,Moderate
E2935,45,Minor,Within past 1-3 years,None,Flagged,Fail,10,Moderate
E2936,48,Minor,None,None,Flagged,Fail,9,Moderate
E2937,469,None,Within past 1-3 years,None,None,Fail,9,Moderate
E2938,598,Minor,None,None,None,Pass,9,Moderate
E2939,97,Minor,Within past year,Minor,None,None,12,Moderate
E2940,968,None,None,Minor,None,None,11,Moderate
E2941,457,None,Within past 1-3 years,None,Flagged,None,11,Moderate
E2942,151,None,None,None,None,Pass,6,Low
E2943,115,Minor,None,Major,None,None,11,Moderate
E2944,724,Minor,None,None,Flagged,None,12,Moderate
E2945,217,Minor,Within past year,None,None,Pass,10,Moderate
E2946,146,Minor,Within past 1-3 years,Major,None,Pass,10,Moderate
E2947,24,Major,Within past 1-3 years,None,None,Pass,9,Moderate
E2948,523,Major,None,None,None,Pass,10,Moderate
E2949,146,None,Within past 1-3 years,Minor,None,None,10,Moderate
E2950,48,None,Within past 1-3 years,None,Flagged,Fail,9,Moderate
E2951,762,Minor,None,Minor,None,Pass,10,Moderate
E2952,37,None,None,Minor,None,Fail,8,Moderate
E2953,743,Minor,None,None,Flagged,Pass,10,Moderate
E2954,177,None,Within past year,Major,None,Pass,10,Moderate
E2955,119,Minor,None,None,None,None,9,Moderate
E2956,145,Major,Within past year,None,Flagged,None,13,High
E2957,536,None,None,None,None,None,10,Moderate
E2958,106,Minor,None,None,Flagged,None,10,Moderate
E2959,962,None,Within past 1-3 years,None,None,Pass,9,Moderate
E2960,137,Minor,Within past 1-3 years,None,Flagged,Pass,9,Moderate
E2961,119,Major,Within past year,None,None,Pass,10,Moderate
E2962,474,Major,Within past year,None,None,Fail,12,Moderate
E2963,947,None,Within past year,Major,Flagged,Pass,13,High
E2964,956,Minor,None,Major,Flagged,Pass,12,Moderate
E2965,132,None,Within past 1-3 years,None,None,Fail,8,Moderate
E2966,44,None,None,Minor,Flagged,Fail,9,Moderate
E2967,83,None,None,Minor,Flagged,Pass,8,Moderate
E2968,372,Minor,Within past year,None,None,None,12,Moderate
E2969,636,Major,None,None,Flagged,Pass,11,Moderate
E2970,281,None,Within past 1-3 years,Minor,None,Fail,10,Moderate
E2971,955,None,None,None,None,Pass,8,Moderate
E2972,382,None,Within past year,Minor,Flagged,Pass,11,Moderate
E2973,504,Minor,None,None,None,Pass,9,Moderate
E2974,443,None,None,None,None,Pass,7,Moderate
E2975,941,None,None,None,None,Pass,8,Moderate
E2976,118,None,Within past 1-3 years,Minor,Flagged,None,11,Moderate
E2977,145,Major,None,None,Flagged,Pass,9,Moderate
E2978,945,Major,Within past year,None,Flagged,Pass,13,High
E2979,950,Major,Within past 1-3 years,Minor,None,Pass,12,Moderate
E2980,45,None,Within past year,None,Flagged,Pass,9,Moderate
E2981,21,None,Within past 1-3 years,None,None,Fail,8,Moderate
E2982,487,Major,Within past year,None,None,Pass,11,Moderate
E2983,166,None,Within past year,None,None,None,10,Moderate
E2984,88,Minor,Within past 1-3 years,Major,Flagged,Pass,11,Moderate
E2985,709,Minor,None,None,Flagged,None,12,Moderate
E2986,404,Minor,None,None,Flagged,Pass,9,Moderate
E2987,66,None,Within past 1-3 years,None,None,Fail,8,Moderate
E2988,67,None,Within past 1-3 years,Minor,None,Pass,8,Moderate
E2989,424,Minor,None,Minor,None,Pass,9,Moderate
E2990,332,None,Within past year,Major,None,Pass,11,Moderate
E2991,46,None,Within past year,None,None,Pass,8,Moderate
E2992,141,Major,None,None,None,Pass,8,Moderate
E2993,706,None,None,None,None,None,10,Moderate
E2994,278,None,None,None,None,Fail,8,Moderate
E2995,150,None,Within past 1-3 years,Minor,Flagged,Pass,9,Moderate
E2996,85,Minor,None,None,None,None,9,Moderate
E2997,877,Minor,Within past year,Minor,None,Pass,12,Moderate
E2998,852,None,None,Major,None,Fail,11,Moderate
E2999,917,None,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E3000,421,None,Within past year,Minor,Flagged,Fail,12,Moderate
E3001,26,None,None,Minor,Flagged,Pass,8,Moderate
E3002,336,None,Within past year,None,Flagged,Fail,11,Moderate
E3003,98,Major,None,Major,None,Fail,11,Moderate
E3004,216,None,Within past year,Major,None,Pass,11,Moderate
E3005,75,None,Within past year,Minor,None,None,11,Moderate
E3006,167,Minor,None,Minor,Flagged,Pass,9,Moderate
E3007,222,None,None,Major,None,Fail,10,Moderate
E3008,304,None,Within past year,None,None,Pass,9,Moderate
E3009,196,None,None,None,Flagged,Pass,7,Moderate
E3010,222,None,None,Minor,None,Pass,8,Moderate
E3011,357,Minor,None,Minor,None,Pass,9,Moderate
E3012,214,Minor,Within past year,None,None,Pass,10,Moderate
E3013,145,None,Within past 1-3 years,Major,None,None,11,Moderate
E3014,956,None,Within past year,Major,None,None,14,High
E3015,243,None,None,None,Flagged,Fail,9,Moderate
E3016,280,Minor,Within past year,Minor,None,Pass,11,Moderate
E3017,66,Minor,None,Major,Flagged,Fail,11,Moderate
E3018,178,Major,Within past year,Minor,None,Pass,11,Moderate
E3019,998,Minor,Within past 1-3 years,Minor,None,None,13,High
E3020,854,None,Within past year,None,None,Fail,11,Moderate
E3021,225,None,Within past year,None,None,Fail,10,Moderate
E3022,198,Minor,Within past year,None,Flagged,None,12,Moderate
E3023,463,None,Within past year,None,Flagged,Pass,10,Moderate
E3024,105,Minor,Within past year,None,Flagged,None,12,Moderate
E3025,456,Minor,Within past 1-3 years,None,None,None,11,Moderate
E3026,188,None,Within past year,None,Flagged,Fail,10,Moderate
E3027,637,None,None,None,None,Fail,9,Moderate
E3028,182,Minor,None,None,Flagged,Pass,8,Moderate
E3029,16,None,None,Minor,Flagged,Fail,9,Moderate
E3030,179,Minor,None,None,None,Fail,8,Moderate
E3031,188,None,None,Major,None,None,10,Moderate
E3032,151,None,None,Minor,None,Fail,8,Moderate
E3033,535,None,None,None,Flagged,None,11,Moderate
E3034,855,Minor,Within past year,None,Flagged,Fail,13,High
E3035,319,None,None,None,Flagged,Pass,8,Moderate
E3036,22,None,None,Minor,None,None,9,Moderate
E3037,135,Major,None,None,None,None,10,Moderate
E3038,168,None,Within past year,None,None,Pass,8,Moderate
E3039,179,Major,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E3040,370,Minor,None,None,None,Pass,8,Moderate
E3041,495,Major,Within past year,Minor,None,None,14,High
E3042,104,Major,None,None,None,Pass,8,Moderate
E3043,480,None,Within past 1-3 years,None,None,Pass,8,Moderate
E3044,797,Major,None,None,None,Fail,11,Moderate
E3045,418,Major,None,None,None,Pass,9,Moderate
E3046,158,None,None,None,None,None,8,Moderate
E3047,25,Major,None,None,None,None,10,Moderate
E3048,353,Major,None,Major,None,Fail,12,Moderate
E3049,534,None,None,None,None,Fail,9,Moderate
E3050,274,Minor,None,Major,None,Pass,10,Moderate
E3051,760,None,None,None,Flagged,Pass,9,Moderate
E3052,182,Minor,Within past year,Minor,Flagged,Fail,12,Moderate
E3053,751,Major,None,Minor,Flagged,Pass,12,Moderate
E3054,394,None,None,Minor,Flagged,Fail,10,Moderate
E3055,80,Minor,None,Minor,None,Pass,8,Moderate
E3056,725,None,Within past year,None,None,None,12,Moderate
E3057,171,Minor,Within past 1-3 years,Major,None,None,12,Moderate
E3058,157,Minor,None,None,Flagged,None,10,Moderate
E3059,46,Major,Within past year,None,None,Pass,10,Moderate
E3060,755,Major,Within past 1-3 years,Minor,None,Pass,12,Moderate
E3061,236,Minor,None,None,None,Fail,9,Moderate
E3062,199,Minor,Within past 1-3 years,None,None,None,10,Moderate
E3063,170,Major,None,None,None,Pass,8,Moderate
E3064,213,None,Within past year,Minor,None,None,12,Moderate
E3065,832,None,None,None,Flagged,None,11,Moderate
E3066,528,None,Within past year,None,None,Pass,10,Moderate
E3067,41,Major,None,None,None,Pass,8,Moderate
E3068,854,None,Within past year,None,None,Fail,11,Moderate
E3069,399,Minor,None,None,None,None,10,Moderate
E3070,154,None,Within past year,Major,Flagged,Fail,12,Moderate
E3071,65,None,None,None,None,Fail,7,Moderate
E3072,184,Minor,Within past 1-3 years,Major,None,None,12,Moderate
E3073,542,Minor,Within past 1-3 years,None,Flagged,None,13,High
E3074,335,None,Within past year,Minor,None,Pass,10,Moderate
E3075,198,Minor,Within past year,None,None,Pass,9,Moderate
E3076,51,None,None,None,Flagged,None,9,Moderate
E3077,154,None,Within past 1-3 years,None,Flagged,None,10,Moderate
E3078,560,None,None,Major,None,Fail,11,Moderate
E3079,183,None,None,Minor,None,Pass,7,Moderate
E3080,428,None,None,None,None,None,9,Moderate
E3081,135,Major,Within past year,Minor,None,Fail,12,Moderate
E3082,566,Minor,None,None,None,None,11,Moderate
E3083,828,None,Within past 1-3 years,None,None,Pass,9,Moderate
E3084,272,Major,Within past 1-3 years,Major,None,Pass,12,Moderate
E3085,193,None,Within past 1-3 years,Minor,None,Fail,9,Moderate
E3086,115,Major,None,Major,Flagged,Pass,11,Moderate
E3087,74,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E3088,576,Minor,Within past 1-3 years,None,Flagged,None,13,High
